Community	Target(unknown)	Annotated	Functions
C0	Zm00001eb108850	Zm00001eb394070.Zm00001eb313390.Zm00001eb006610.Zm00001eb229430.Zm00001eb406950	response to stimulus.response to nitrogen compound.small molecule metabolic process.metabolic process.cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.monocarboxylic acid metabolic process
C0	Zm00001eb151750	Known	response to chemical.rRNA processing.localization.photosystem II stabilization.photosystem II.chloroplast thylakoid membrane.photosystem II assembly.plastid organization.binding.catalytic activity.membrane
C0	Zm00001eb286420	Known	protein dimerization activity.nucleus.positive regulation of transcription by RNA polymerase II.post-embryonic development.reproductive structure development.MAPK cascade.DNA-templated transcription.RNA polymerase II transcription regulatory region sequence-specific DNA binding.animal organ development
C0	Zm00001eb361870	Known	membrane.plasma membrane.response to stimulus.transferase activity.nucleobase-containing compound metabolic process.vitamin E biosynthetic process.transport.binding.root hair elongation.chloroplast inner membrane.Unknown
C0	Zm00001eb279090	Known	cellular response to endogenous stimulus.Unknown.cellular response to chemical stimulus.regulation of DNA-templated transcription.nucleus.metabolic process.response to stress.signal transduction.DNA-binding transcription factor activity.DNA-templated transcription.DNA binding
C0	Zm00001eb378690	Known	DNA binding.nucleus.cellular process.gynoecium development.molecular adaptor activity.protein heterodimerization activity.regulation of nucleobase-containing compound metabolic process.regulation of response to osmotic stress.metabolic process.membrane.animal organ development
C0	Zm00001eb108440	Known	nucleus.zinc ion binding.cytoplasm.nervous system development.signal transduction.animal organ development.nucleic acid binding.cellular anatomical entity morphogenesis.regulation of cell communication
C0	Zm00001eb001180	Known	5-amino-6-(5-phosphoribosylamino)uracil reductase activity.zinc ion binding.chloroplast stroma.riboflavin biosynthetic process.Unknown.NADP binding.RNA modification.diaminohydroxyphosphoribosylaminopyrimidine deaminase activity
C0	Zm00001eb427500	Known	protein metabolic process.response to auxin.RNA metabolic process.regulation of macromolecule biosynthetic process.regulation of primary metabolic process.cell differentiation.Unknown.negative regulation of gene expression.Unknown.negative regulation of cellular process.reproductive process.gene expression
C0	Zm00001eb370300	Zm00001eb278530.Zm00001eb386490.Zm00001eb222830.Zm00001eb376750.Zm00001eb287470	carbohydrate derivative biosynthetic process.primary metabolic process.metabolic process.cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.carbohydrate derivative metabolic process.organophosphate metabolic process
C0	Zm00001eb209100	Zm00001eb372180.Zm00001eb294700.Zm00001eb095480.Zm00001eb420710	regulation of organelle organization.regulation of biological process.protein-containing complex.biological regulation.regulation of cellular component organization.regulation of signaling.regulation of signal transduction.intracellular protein transport.regulation of cell communication.transport
C0	Zm00001eb100020	Known	multicellular organism development.oxidoreductase activity.Unknown.cellular component organization.Unknown.calcium ion binding.membrane
C0	Zm00001eb177640	Zm00001eb388080.Zm00001eb296460.Zm00001eb014120.Zm00001eb107660.Zm00001eb347490	external encapsulating structure organization.membrane.cellular component organization.cellular component organization or biogenesis.cellular process.biological_process.cellular anatomical structure.cellular_component.plant-type cell wall modification.cell wall modification
C0	Zm00001eb119670	Known	primary metabolic process.nucleotide binding.anatomical structure development.macromolecule modification.positive regulation of cellular process.cellular response to iron ion.regulation of signal transduction.cell surface receptor signaling pathway.cellular response to nitric oxide.microtubule-based process.gamma-tubulin complex.multicellular organismal process.microtubule.cellular response to ethylene stimulus.helicase activity.membrane.regulation of multicellular organismal process
C0	Zm00001eb298470	Zm00001eb185770.Zm00001eb064550.Zm00001eb378980	
C0	Zm00001eb080850	Known	cytosol.mitochondrion.vegetative to reproductive phase transition of meristem.tyrosyl-tRNA aminoacylation.plant ovule development.chloroplast stroma.chloroplast organization.iron-sulfur cluster assembly.amine metabolic process.embryo development ending in seed dormancy.ATP binding.phosphatidylglycerol biosynthetic process.tyrosine-tRNA ligase activity.RNA binding.ketone metabolic process.thylakoid membrane organization
C0	Zm00001eb153830	Known	fructose 6-phosphate metabolic process.cytoplasm.Unknown.ATP binding.glycolytic process through fructose-6-phosphate.alcohol catabolic process.6-phosphofructokinase activity.glucose catabolic process
C0	Zm00001eb435690		
C0	Zm00001eb274200	Known	CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity.phosphatidylinositol biosynthetic process.small molecule metabolic process.Golgi apparatus.membrane
C0	Zm00001eb404710	Known	cytoplasm.amine biosynthetic process.amine metabolic process.L-glutamate N-acetyltransferase activity.L-arginine biosynthetic process.ketone metabolic process
C0	Zm00001eb219230	Known	Unknown.nucleus.regulation of primary metabolic process.chloroplast.ATP binding.transferase activity.nucleobase-containing compound metabolic process.Unknown.actin filament organization.chlorophyll catabolic process.Unknown.membrane
C0	Zm00001eb270180	Zm00001eb079420.Zm00001eb325920.Zm00001eb083600.Zm00001eb257720.Zm00001eb259480.Zm00001eb249160	macromolecule metabolic process.RNA metabolic process.multicellular organism development.nucleic acid metabolic process.primary metabolic process.embryo development ending in seed dormancy.developmental process.metabolic process.nucleobase-containing compound metabolic process.cellular anatomical structure
C0	Zm00001eb197650	Zm00001eb313400	
C0	Zm00001eb287470	Known	DNA-templated transcription elongation.protein targeting.chloroplast membrane.plasma membrane.chloroplast thylakoid membrane.Golgi vesicle transport.response to stimulus.pyrimidine ribonucleotide biosynthetic process.protein secretion.amyloplast membrane.developmental process.protein transport by the Sec complex.intracellular protein transmembrane transport.protein-transporting ATPase activity.multicellular organismal process.membrane
C0	Zm00001eb297400	Known	response to auxin.response to brassinosteroid.iron ion transport.specification of plant organ number.response to nitrate.negative regulation of cell differentiation.animal organ development.maintenance of inflorescence meristem identity.cellular response to iron ion starvation.cytokinin biosynthetic process.uracil DNA N-glycosylase activity.nitrate transmembrane transport.RNA metabolic process.nucleus.plastid.response to alcohol.cytosol.cellular response to chemical stimulus.regulation of vegetative meristem growth.maintenance of floral meristem identity.stem cell development
C0	Zm00001eb435230		
C0	Zm00001eb165700	Zm00001eb058790.Zm00001eb271860.Zm00001eb287080	isopentenyl diphosphate biosynthetic process.isopentenyl diphosphate metabolic process.isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway.glyceraldehyde-3-phosphate metabolic process.aldehyde metabolic process.phospholipid biosynthetic process.phospholipid metabolic process.organophosphate biosynthetic process.lipid biosynthetic process.carbohydrate derivative metabolic process
C0	Zm00001eb035450	Zm00001eb260820.Zm00001eb220220.Zm00001eb271860.Zm00001eb058790	terpenoid biosynthetic process.isoprenoid biosynthetic process.terpenoid metabolic process.isoprenoid metabolic process.lipid biosynthetic process.biosynthetic process.carotenoid biosynthetic process.tetraterpenoid biosynthetic process.phosphatidylglycerol biosynthetic process.phosphatidylglycerol metabolic process
C0	Zm00001eb436890		
C0	Zm00001eb293310	Known	electron transfer activity.heat shock protein binding.protein metabolic process.biological regulation.metabolic process.unfolded protein binding.chloroplast.iron ion binding.response to stress.protein folding.iron-sulfur cluster binding.multicellular organismal process
C0	Zm00001eb408500	Zm00001eb158000.Zm00001eb125630	
C0	Zm00001eb292450	Zm00001eb009960.Zm00001eb403060.Zm00001eb070570	alpha-amino acid biosynthetic process.amino acid biosynthetic process.L-histidine metabolic process.L-histidine biosynthetic process.imidazole-containing compound metabolic process.alpha-amino acid metabolic process.amino acid metabolic process.organic acid biosynthetic process.carboxylic acid biosynthetic process.small molecule biosynthetic process
C0	Zm00001eb125630	Known	meristem maintenance.response to chemical.extracellular region.endoplasmic reticulum membrane.cell wall.cytosol.oxidoreductase activity, acting on metal ions.Unknown.Unknown.cellular response to phosphate starvation.Unknown.oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor.Golgi apparatus.viral capsid.copper ion binding.response to karrikin.bilirubin oxidase activity.animal organ development
C0	Zm00001eb406060	Known	regulation of biological process.macromolecule modification.chloroplast stroma.iron-sulfur cluster assembly.embryo development ending in seed dormancy.response to stress.DNA metabolic process.translation elongation factor activity.translational elongation.protein targeting to chloroplast
C0	Zm00001eb393300	Known	Unknown.regulation of DNA-templated transcription.sequence-specific DNA binding.nucleus.Unknown.response to stress.DNA-binding transcription factor activity
C0	Zm00001eb303810	Known	response to chemical.specification of animal organ identity.meristem determinacy.regulation of DNA-templated transcription.nucleus.metabolic process.regulation of timing of meristematic phase transition.regulation of multicellular organismal development.response to stress.DNA-binding transcription factor activity.negative regulation of cell differentiation.DNA-templated transcription.stem cell development.DNA binding.maintenance of inflorescence meristem identity
C0	Zm00001eb375110	Known	post-translational protein modification.protein targeting.oxidoreductase activity.chloroplast thylakoid membrane.regulation of primary metabolic process.protein transmembrane transport.Unknown.protein secretion.signal transduction.protein-transporting ATPase activity.membrane.thylakoid membrane organization
C0	Zm00001eb023560	Zm00001eb312390.Zm00001eb209360.Zm00001eb034260.Zm00001eb109510	intracellular monoatomic ion homeostasis.intracellular chemical homeostasis.intracellular monoatomic cation homeostasis.membrane.organelle membrane.catalytic activity.monoatomic cation homeostasis.monoatomic ion homeostasis.chemical homeostasis.transport
C0	Zm00001eb133180		
C0	Zm00001eb188950	Known	multicellular organism development.nucleus.transcription by RNA polymerase II.membrane.negative regulation of metabolic process.positive regulation of transcription by RNA polymerase II.negative regulation of cellular process.DNA binding
C0	Zm00001eb191540	Known	glutathione metabolic process.toxin catabolic process.translation.glutathione transferase activity.chloroplast.cellular component organization.Unknown.response to cyclopentenone
C0	Zm00001eb163840	Known	Unknown.Unknown.regulation of DNA-templated transcription.sequence-specific DNA binding.Unknown.response to stress.DNA-binding transcription factor activity
