name	full_name	type	species	synonyms
akh1	aspartate kinase-homoserine dehydrogenase1	Gene	Zea mays ssp. mays	{"ZmACR15"}
akh2	aspartate kinase homoserine dehydrogenase2	Gene	Zea mays ssp. mays	{"ZmACR7"}
akin1	AKINbetagamma-1 protein kinase1	Gene	Zea mays ssp. mays	{"AKINbetagamma-1 protein kinase (ZmAKINβγ1)","ZmAKIN&#946;&#947;-1"}
akin2	AKINbetagamma-1 protein kinase2	Gene	Zea mays ssp. mays	{"ZmSnRK1.1"}
akin3	AKINbetagamma-1 protein kinase3	Gene	Zea mays ssp. mays	{"ZmAKIN&#946;&#947;-2"}
al9	aleurone9	Gene	Zea mays ssp. mays	{"ZmLTPd14-1"}
ald1	aldolase1	Gene	Zea mays ssp. mays	{"ZmFBA6"}
ald2	aldolase2	Gene	Zea mays ssp. mays	{"ZmFBA8"}
ald3	aldolase3	Gene	Zea mays ssp. mays	{"ZmFBA3"}
ald4	aldolase4	Gene	Zea mays ssp. mays	{"Zm00001d040084","ZmFBA4"}
aldh10	aldehyde dehydrogenase10	Gene	Zea mays ssp. mays	{"ZmALDH2"}
aldh11	aldehyde dehydrogenase11	Gene	Zea mays ssp. mays	{"ZmALDH13","ZmAMADH1a (ALDH10A8)","ZmBADH2a","ZmBADH_5"}
aldh12	aldehyde dehydrogenase12	Gene	Zea mays ssp. mays	{"ZmALDH2","ZmALDH3"}
aldh13	aldehyde dehydrogenase13	Gene	Zea mays ssp. mays	{"ZmALDH3","ZmALDH4"}
aldh14	aldehyde dehydrogenase14	Gene	Zea mays ssp. mays	{"ZmALDH17"}
aldh15	aldehyde dehydrogenase15	Gene	Zea mays ssp. mays	{"ZmALDH18"}
aldh16	aldehyde dehydrogenase16	Gene	Zea mays ssp. mays	{"ZmALDH21"}
aldh17	aldehyde dehydrogenase17	Gene	Zea mays ssp. mays	{"ZmALDH22"}
aldh18	aldehyde dehydrogenase18	Gene	Zea mays ssp. mays	{"ZmALDH23"}
aldh19	aldehyde dehydrogenase19	Gene	Zea mays ssp. mays	{"ZmALDH24"}
aldh2	aldehyde dehydrogenase2	Gene	Zea mays ssp. mays	{"ZmALDH16"}
aldh20	aldehyde dehydrogenase20	Gene	Zea mays ssp. mays	{"ZmALDH4","ZmALDH5","ZmALDH7"}
aldh21	aldehyde dehydrogenase21	Gene	Zea mays ssp. mays	{"ZmALDH26"}
aldh22	aldehyde dehydrogenase22	Gene	Zea mays ssp. mays	{"ZmALDH22A1","ZmALDH27","ZmBADH"}
aldh23	aldehyde dehydrogenase23	Gene	Zea mays ssp. mays	{"ZmALDH29"}
aldh24	aldehyde dehydrogenase24	Gene	Zea mays ssp. mays	{"ZmALDH10","ZmALDH6","ZmBADH_4"}
aldh25	aldehyde dehydrogenase25	Gene	Zea mays ssp. mays	{"ZmALDH31"}
aldh26	aldehyde dehydrogenase26	Gene	Zea mays ssp. mays	{"ZmALDH33","ZmAMADH2	(ALDH10A5)","ZmBADH_8; betaine-aldehyde dehydrogenase"}
aldh27	aldehyde dehydrogenase27	Gene	Zea mays ssp. mays	{"ZmALDH34"}
aldh28	aldehyde dehydrogenase28	Gene	Zea mays ssp. mays	{"ZmALDH35"}
aldh29	aldehyde dehydrogenase29	Gene	Zea mays ssp. mays	{"Zm00001d007725","ZmALDH6"}
aldh3	aldehyde dehydrogenase3	Gene	Zea mays ssp. mays	{"ZmALDH11","ZmALDH9"}
aldh30	aldehyde dehydrogenase30	Gene	Zea mays ssp. mays	{"ZmALDH5","ZmBADH_2"}
aldh31	aldehyde dehydrogenase31	Gene	Zea mays ssp. mays	{"ZmALDH15"}
aldh32	aldehyde dehydrogenase32	Gene	Zea mays ssp. mays	{"ZmALDH32"}
aldh33	aldehyde dehydrogenase33	Gene	Zea mays ssp. mays	{"ZmALDH19","ZmBADH_6"}
aldh34	aldehyde dehydrogenase34	Gene	Zea mays ssp. mays	{"ZmALDH20","ZmBADH_7"}
aldh35	aldehyde dehydrogenase35	Gene	Zea mays ssp. mays	{"ZmALDH28"}
aldh5	aldehyde dehydrogenase5	Gene	Zea mays ssp. mays	{"coniferyl aldehyde dehydrogenase (ZmaysCALDH; REF1 ortholog)","ZmALDH12"}
aldh7	aldehyde dehydrogenase7	Gene	Zea mays ssp. mays	{"ZmALDH7, ZmALDH8","ZmBADH_3"}
aldh8	aldehyde dehydrogenase8	Gene	Zea mays ssp. mays	{"ZmALDH9"}
aldh9	aldehyde dehydrogenase9	Gene	Zea mays ssp. mays	{"ZmALDH1","ZmAMADH1b	(ALDH10A9)","ZmBADH_1","ZmBADH2b"}
aldr1	aldose reductase1	Gene	Zea mays ssp. mays	{"ZmAR1, ZmAR4","ZmDMAS-L4 "}
aldr2	aldose reductase2	Gene	Zea mays ssp. mays	{"ZmAR2"}
aldr3	aldose reductase3	Gene	Zea mays ssp. mays	{"ZmAR3"}
aldr7	aldose reductase7	Gene	Zea mays ssp. mays	{"ZmAR7"}
aldr8	aldose reductase8	Gene	Zea mays ssp. mays	{"ZmAR8"}
aldr9	aldose reductase9	Gene	Zea mays ssp. mays	{"ZmAR9"}
alf1	Alfin-like-transcription factor 1	Gene	Zea mays ssp. mays	{"ZmAL9","ZmALF1"}
alf10	Alfin-like-transcription factor 10	Gene	Zea mays ssp. mays	{"ZmAL18","ZmALF10"}
alf11	Alfin-like-transcription factor 11	Gene	Zea mays ssp. mays	{"ZmAL13","ZmALF11"}
alf12	Alfin-like-transcription factor 12	Gene	Zea mays ssp. mays	{"ZmAL12","ZmALF12"}
alf13	Alfin-like-transcription factor 13	Gene	Zea mays ssp. mays	{"ZmAL4","ZmALF13"}
alf14	Alfin-like-transcription factor 14	Gene	Zea mays ssp. mays	{"ZmAL17","ZmALF14"}
alf15	Alfin-like-transcription factor 15	Gene	Zea mays ssp. mays	{"ZmAL1","ZmALF15"}
alf16	Alfin-like-transcription factor 16	Gene	Zea mays ssp. mays	{"ZmALF16"}
alf17	Alfin-like-transcription factor 17	Gene	Zea mays ssp. mays	{"ZmAL7","ZmALF17","ZmPPR267"}
alf18	Alfin-like-transcription factor 18	Gene	Zea mays ssp. mays	{"ZmAL5","ZmALF18"}
alf19	Alfin-like-transcription factor 19	Gene	Zea mays ssp. mays	{"ZmAL2","ZmALF19"}
alf2	Alfin-like-transcription factor 2	Gene	Zea mays ssp. mays	{"ZmAL8","ZmALF2"}
alf20	Alfin-like-transcription factor 20	Gene	Zea mays ssp. mays	{"ZmALF20"}
alf21	Alfin-like-transcription factor 21	Gene	Zea mays ssp. mays	{"ZmALF21"}
alf22	Alfin-like-transcription factor 22	Gene	Zea mays ssp. mays	{"ZmALF22"}
alf23	Alfin-like-transcription factor 23	Gene	Zea mays ssp. mays	{"ZmALF23"}
alf24	Alfin-like-transcription factor 24	Gene	Zea mays ssp. mays	{"ZmALF24"}
alf3	Alfin-like-transcription factor 3	Gene	Zea mays ssp. mays	{"ZmAL11","ZmALF3"}
alf4	Alfin-like-transcription factor 4	Gene	Zea mays ssp. mays	{"ZmAL3","ZmALF4"}
alf5	Alfin-like-transcription factor 5	Gene	Zea mays ssp. mays	{"ZmAL10","ZmALF5"}
alf7	Alfin-like-transcription factor 7	Gene	Zea mays ssp. mays	{"ZmAL6","ZmALF7"}
alf8	Alfin-like-transcription factor 8	Gene	Zea mays ssp. mays	{"ZmAL15","ZmALF8"}
alf9	Alfin-like-transcription factor 9	Gene	Zea mays ssp. mays	{"ZmAL14","ZmALF9"}
alm3	aluminum tolerance3	Gene	Zea mays ssp. mays	{"ZmAT6"}
als1	acetolactate synthase1	Gene	Zea mays ssp. mays	{"ZmALS2"}
als2	acetolactate synthase2	Gene	Zea mays ssp. mays	{"ZmALS1"}
alt10	alanine aminotransferase10	Gene	Zea mays ssp. mays	{"ZM__AlaAT_7 (alt77)"}
alt11	alanine aminotransferase11	Gene	Zea mays ssp. mays	{"ZM__AlaAT_1"}
alt12	alanine aminotransferase12	Gene	Zea mays ssp. mays	{"ZM__AlaAT_2"}
alt4	L-alanine:2-oxoglutarate aminotransferase4	Gene	Zea mays ssp. mays	{"ZM__AlaAT_3"}
alt7	alanine aminotransferase7	Gene	Zea mays ssp. mays	{"ZM__AlaAT_6"}
alt8	alanine amino transferase8	Gene	Zea mays ssp. mays	{"ZM__AlaAT_5"}
alt9	alanine aminotransferase9	Gene	Zea mays ssp. mays	{"ZM__AlaAT_4"}
alte1	acyl-lipid thioesterase1	Gene	Zea mays ssp. mays	{"Zm00001d002729"}
ami5	amidase2	Gene	Zea mays ssp. mays	{"ZmAMI1"}
amt1	ammonium transporter1	Gene	Zea mays ssp. mays	{"ZmAMT1;1a","ZmAMT1.1A"}
amt10	ammonium transporter10	Gene	Zea mays ssp. mays	{"ZmAMT4","ZmAMT4;1"}
amt2	ammonium transporter2	Gene	Zea mays ssp. mays	{"ZmAMT1.3","ZmAMT1;3"}
amt3	ammonium transporter3	Gene	Zea mays ssp. mays	{"ZmAMT1.1b","ZmAMT1;1b"}
amt4	ammonium transporter4	Gene	Zea mays ssp. mays	{"ZmAMF1.1"}
amt5	ammonium transporter5	Gene	Zea mays ssp. mays	{"ZmAMF1.2","ZmMFS_1-129"}
amt6	ammonium transporter6	Gene	Zea mays ssp. mays	{"ZmAMT2.1"}
amt7	ammonium transporter7	Gene	Zea mays ssp. mays	{"ZmAMT3.1","ZmAMT3;1"}
amt8	ammonium transporter8	Gene	Zea mays ssp. mays	{"ZmAMT2","ZmAMT3.2"}
amt9	ammonium transporter9	Gene	Zea mays ssp. mays	{"ZmAMT3.3"}
amya2	alpha amylase2	Gene	Zea mays ssp. mays	{"ZmAA1"}
amyb3	beta-amylase3	Gene	Zea mays ssp. mays	{"ZmBmy3"}
amyb5	beta amylase5	Gene	Zea mays ssp. mays	{"pZMB2"}
amyb6	beta amylase6	Gene	Zea mays ssp. mays	{"ZmBAM8"}
an1	anther ear1	Gene	Zea mays ssp. mays	{"ZmCPS2","ZmTPS37/CPS1/AN1","ZmTPS6"}
andr1	anthocyanidin reductase1	Gene	Zea mays ssp. mays	{"Zm00001d026369","ZmANR1"}
andr2	anthocyanidin reductase2	Gene	Zea mays ssp. mays	{"Zm00001d026370","ZmANR2"}
andr3	anthocyanidin reductase3	Gene	Zea mays ssp. mays	{"Zm00001d026371"}
ane1	androgenic embryo1	Gene	Zea mays ssp. mays	{"ZmAE1"}
ane3	androgenic embryo3	Gene	Zea mays ssp. mays	{"ZmAE3"}
anph1	anther pollen histone1	Gene	Zea mays ssp. mays	{"ZmAPH3"}
anx1	annexin1	Gene	Zea mays ssp. mays	{"ZmANN33","ZmANN6","ZmAnn7"}
anx10	annexin10	Gene	Zea mays ssp. mays	{"ZmANN10","ZmAnn11"}
anx11	annexin11	Gene	Zea mays ssp. mays	{"ZmANN11","ZmAnn12"}
anx12	annexin12	Gene	Zea mays ssp. mays	{"ZmANN12","ZmAnn3"}
anx2	annexin2	Gene	Zea mays ssp. mays	{"ZmANN35","ZmANN5","ZmAnn6"}
anx3	annexin3	Gene	Zea mays ssp. mays	{"ZmANN8"}
anx4	annexin4	Gene	Zea mays ssp. mays	{"ZmANN7","ZmAnn9"}
anx5	annexin5	Gene	Zea mays ssp. mays	{"ZmANN2"}
anx6	annexin6	Gene	Zea mays ssp. mays	{"ZmANN1","ZmANN4"}
anx7	annexin7	Gene	Zea mays ssp. mays	{"ZmANN4","ZmAnn5"}
anx8	annexin8	Gene	Zea mays ssp. mays	{"ZmANN3","ZmAnn4"}
anx9	annexin9	Gene	Zea mays ssp. mays	{"ZmAnn10","ZmANN9"}
ao1	aldehyde oxidase1	Gene	Zea mays ssp. mays	{"ZmAAO1","ZmAAO3-2"}
ao2	aldehyde oxidase2	Gene	Zea mays ssp. mays	{"ZmAAO3-5"}
ao3	aldehyde oxidase3	Gene	Zea mays ssp. mays	{"GRMZM2G124260","ZmAAO3-4"}
ao4	aldehyde oxidase4	Gene	Zea mays ssp. mays	{"ZmAAO3-1"}
ao5	aldehyde oxidase5	Gene	Zea mays ssp. mays	{"ZmAAO3-3"}
aoc1	allene oxide cyclase1	Gene	Zea mays ssp. mays	{"ZmAOC1"}
aoc2	allene oxide cyclase 2	Gene	Zea mays ssp. mays	{"ZmAOC2"}
aomt1	anthranilate O-methyltransferase1	Gene	Zea mays ssp. mays	{"ZmAAMT1"}
aos1	allene oxide synthase1	Gene	Zea mays ssp. mays	{"ZmAOS","ZmAOS2b"}
aos2	allene oxide synthesis2	Gene	Zea mays ssp. mays	{"ZmAOS1a","ZmAOS2a","ZmAOS (CYP74A)"}
aos3	allene oxide synthesis3	Gene	Zea mays ssp. mays	{"ZmAOS1a"}
aos4	allene oxide synthesis4	Gene	Zea mays ssp. mays	{"ZmAOS1b"}
aos5	allene oxide synthesis5	Gene	Zea mays ssp. mays	{"ZmAOS1c","ZmCYP74A39"}
apg1	albino or pale green mutant1	Gene	Zea mays ssp. mays	{"ZmMPBQ-MT","ZmPAL3","ZmVTE3"}
apo3	accumulation of photosystem I_3	Gene	Zea mays ssp. mays	{"ZmAPO2 (accumulation of photosystem one 2 ortholog)"}
aprl1	adenosine 5'-phosphosulfate reductase-like1	Gene	Zea mays ssp. mays	{"ZmAPRL1"}
aprl2	adenosine 5'-phosphosulfate reductase-like2	Gene	Zea mays ssp. mays	{"ZmAPRL2"}
aprl3	adenosine 5'-phosphosulfate reductase-like3	Gene	Zea mays ssp. mays	{"ZmAPRL3"}
aprl4	adenosine 5'-phosphosulfate reductase-like4	Gene	Zea mays ssp. mays	{"ZmAPRL4"}
aprl5	adenosine 5'-phosphosulfate reductase-like5	Gene	Zea mays ssp. mays	{"ZmAPRL5"}
aprl6	adenosine 5'-phosphosulfate reductase6	Gene	Zea mays ssp. mays	{"ZmAPRL6"}
aprl7	adenosine 5'-phosphosulfate reductase-like7	Gene	Zea mays ssp. mays	{"ZmAPRL7"}
aprl8	adenosine 5'-phosphosulfate reductase-like8	Gene	Zea mays ssp. mays	{"ZmAPRL8"}
aprl9	adenosine 5'-phosphosulfate reductase-like9	Gene	Zea mays ssp. mays	{"ZmAPRL9"}
aprt1	adenine phosphoribosyltransferase1	Gene	Zea mays ssp. mays	{"ZmAPT2"}
aprt2	adenine phosphoribosyltransferase2	Gene	Zea mays ssp. mays	{"ZmAPT1 (adenine phosphate transferase 1)"}
aps1	ATP sulfurylase1	Gene	Zea mays ssp. mays	{"ZmAS1"}
apx1	ascorbate peroxidase homolog	Gene	Zea mays ssp. mays	{"ZmAPx05","ZmAPX1.2"}
apx10	ascorbate peroxidase10	Gene	Zea mays ssp. mays	{"ZmAPX7"}
apx11	ascorbate peroxidase11	Gene	Zea mays ssp. mays	{"ZmAPX","ZmAPX6"}
apx12	ascorbate peroxidase12	Gene	Zea mays ssp. mays	{"ZmPRX47"}
apx2	ascorbate peroxidase2	Gene	Zea mays ssp. mays	{"ZmAPx02"}
apx3	ascorbate peroxidase homolog3	Gene	Zea mays ssp. mays	{"ZmAPx01","ZmAPX1","ZmAPX1.1","ZmPOD1"}
apx4	ascorbate peroxidase4	Gene	Zea mays ssp. mays	{"ZmAPX1"}
apx5	Cytosolic ascorbate peroxidase5	Gene	Zea mays ssp. mays	{"ZmAPX1","ZmPRX67"}
apx6	ascorbate peroxidase6	Gene	Zea mays ssp. mays	{"ZmPRX110"}
apx7	ascorbate peroxidase7	Gene	Zea mays ssp. mays	{"ZmNR","ZmPRX4"}
apy1	apyrase1	Gene	Zea mays ssp. mays	{"ZmAPY1"}
apy10	apyrase10	Gene	Zea mays ssp. mays	{"ZmAPY10"}
apy11	apyrase11	Gene	Zea mays ssp. mays	{"ZmAPY11"}
apy12	apyrase12	Gene	Zea mays ssp. mays	{"ZmAPY12"}
apy13	apyrase13	Gene	Zea mays ssp. mays	{"ZmAPY13"}
apy14	apyrase14	Gene	Zea mays ssp. mays	{"ZmAPY14"}
apy15	apyrase15	Gene	Zea mays ssp. mays	{"ZmAPY15"}
apy16	apyrase16	Gene	Zea mays ssp. mays	{"ZmAPY16"}
apy2	apyrase2	Gene	Zea mays ssp. mays	{"ZmAPY2"}
apy3	apyrase3	Gene	Zea mays ssp. mays	{"ZmAPY3"}
apy4	apyrase4	Gene	Zea mays ssp. mays	{"ZmAPY4"}
apy5	apyrase5	Gene	Zea mays ssp. mays	{"ZmAPY5"}
apy6	apyrase6	Gene	Zea mays ssp. mays	{"ZmAPY6"}
apy7	apyrase7	Gene	Zea mays ssp. mays	{"ZmAPY7"}
apy8	apyrase8	Gene	Zea mays ssp. mays	{"ZmAPY8"}
apy9	apyrase9	Gene	Zea mays ssp. mays	{"GRMZM2G006762","ZmAPY9"}
AQK58421	 	Gene	Zea mays ssp. mays	{"ZmTNP-IIa"}
AQK70872	 	Gene	Zea mays ssp. mays	{"ZmNRT2.7"}
ara3	ras-related protein ARA-3	Gene	Zea mays ssp. mays	{"ZmRab8A3"}
arc8	ACT domain repeat8	Gene	Zea mays ssp. mays	{"ZmACR8"}
arf2	ADP-ribosylation factor homolog2	Gene	Zea mays ssp. mays	{"ZmARF2"}
arf5	ADP-ribosylation factor homolog5	Gene	Zea mays ssp. mays	{"ZmAGAP"}
arf6	ADP-ribosylation factor homolog6	Gene	Zea mays ssp. mays	{"ZmARFRP2"}
arftf1	ARF-transcription factor 1	Gene	Zea mays ssp. mays	{"ZmARF1","ZmARF4"}
arftf10	ARF-transcription factor 10	Gene	Zea mays ssp. mays	{"ZmARF10","ZmARF12","ZmARF13","ZmARF9"}
arftf11	ARF-transcription factor 11	Gene	Zea mays ssp. mays	{"ZmARF11","ZmARF13","ZmARF14","ZmARF33; ZmARF34"}
arftf12	ARF-transcription factor 12	Gene	Zea mays ssp. mays	{"ZmARF12","ZmARF14","ZmARF15","ZmARF17","ZmARF3"}
arftf13	ARF-transcription factor 13	Gene	Zea mays ssp. mays	{"ZmARF10","ZmARF13","ZmARF16","ZmARF19"}
arftf14	ARF-transcription factor 14	Gene	Zea mays ssp. mays	{"ZmARF11","ZmARF14","ZmARF17"}
arftf15	ARF-transcription factor 15	Gene	Zea mays ssp. mays	{"ZmARF15","ZmARF18"}
arftf16	ARF-transcription factor 16	Gene	Zea mays ssp. mays	{"ZmARF16","ZmARF19","ZmARF20"}
arftf17	ARF-transcription factor 17	Gene	Zea mays ssp. mays	{"ZmARF12","ZmARF17","ZmARF20","ZmARF22"}
arftf18	ARF-transcription factor 18	Gene	Zea mays ssp. mays	{"ZmARF18","ZmARF20","ZmARF21","ZmARF23"}
arftf19	ARF-transcription factor 19	Gene	Zea mays ssp. mays	{"ZmARF19","ZmARF22","ZmARF24","ZmARF31"}
arftf2	ARF-transcription factor 2	Gene	Zea mays ssp. mays	{"ZmARF2","ZmARF5"}
arftf20	ARF-transcription factor 20	Gene	Zea mays ssp. mays	{"ZmARF19","ZmARF20","ZmARF21","ZmARF24","ZmARF26"}
arftf21	ARF-transcription factor 21	Gene	Zea mays ssp. mays	{"ZmARF21","ZmARF22","ZmARF26","ZmARF29"}
arftf22	ARF-transcription factor 22	Gene	Zea mays ssp. mays	{"ZmARF22","ZmARF23","ZmARF30","ZmARF38"}
arftf23	ARF-transcription factor 23	Gene	Zea mays ssp. mays	{"ZmARF23","ZmARF27","ZmARF3"}
arftf24	ARF-transcription factor 24	Gene	Zea mays ssp. mays	{"ZmARF13","ZmARF16","ZmARF24","ZmARF28"}
arftf25	ARF-transcription factor 25	Gene	Zea mays ssp. mays	{"Zm953","ZmARF24","ZmARF25","ZmARF29","ZmARF32"}
arftf26	ARF-transcription factor 26	Gene	Zea mays ssp. mays	{"ZmARF26","ZmARF3","ZmARF33 GRMZM2G085248","ZmARF41"}
arftf27	ARF-transcription factor 27	Gene	Zea mays ssp. mays	{"ZmARF14","ZmARF27","ZmARF34","ZmARF7"}
arftf28	ARF-transcription factor 28	Gene	Zea mays ssp. mays	{"Truffula (Trf); ZmARF28-Trf","ZmARF28","ZmARF32","ZmARF36"}
arftf29	ARF-transcription factor 29	Gene	Zea mays ssp. mays	{"ZmARF15","ZmARF29","ZmARF34","ZmARF37","ZmMP (MONOPTEROS)"}
arftf3	ARF-transcription factor 3	Gene	Zea mays ssp. mays	{"ZmARF3","ZmARF35","ZmARF6"}
arftf30	ARF-transcription factor 30	Gene	Zea mays ssp. mays	{"ZmARF30","ZmARF38","ZmARF8"}
arftf31	ARF-transcription factor 31	Gene	Zea mays ssp. mays	{"ZmARF31","ZmARF39"}
arftf32	ARF-transcription factor 32	Gene	Zea mays ssp. mays	{"ZmARF2"}
arftf33	ARF-transcription factor 33	Gene	Zea mays ssp. mays	{"ZmARF1"}
arftf34	ARF-transcription factor 34	Gene	Zea mays ssp. mays	{"ZmARF3","ZmARF32"}
arftf35	ARF-transcription factor 35	Gene	Zea mays ssp. mays	{"ZmARF2","ZmARF25"}
arftf36	ARF-transcription factor 36	Gene	Zea mays ssp. mays	{"ZmARF21","ZmARF25"}
arftf37	ARF-transcription factor 37	Gene	Zea mays ssp. mays	{"ZmARF31"}
arftf38	ARF-transcription factor 38	Gene	Zea mays ssp. mays	{"ZmARF29","ZmARF35"}
arftf39	ARF-transcription factor 39	Gene	Zea mays ssp. mays	{"ZmARF27","ZmARF8"}
arftf4	ARF-transcription factor 4	Gene	Zea mays ssp. mays	{"ZmARF4","ZmARF6","ZmARF7","ZmARF8","ZmMP (MONOPTEROS)"}
arftf5	ARF-transcription factor 5	Gene	Zea mays ssp. mays	{"ZmARF1","ZmARF42","ZmARF5","ZmARF7 GRMZM2G369356"}
arftf7	ARF-transcription factor 7	Gene	Zea mays ssp. mays	{"ZmARF1","ZmARF10","ZmARF11","ZmARF25","ZmARF7"}
arftf8	ARF-transcription factor 8	Gene	Zea mays ssp. mays	{"ZmARF11","ZmARF16","ZmARF2-1 (AUXIN RESPONSE FACTOR2-1)","ZmARF7"}
arftf9	ARF-transcription factor 9	Gene	Zea mays ssp. mays	{"ZmARF10","ZmARF12","ZmARF8","ZmARF9"}
arid1	ARID-transcription factor 1	Gene	Zea mays ssp. mays	{"ZmARID1"}
arid10	ARID-transcription factor 10	Gene	Zea mays ssp. mays	{"Putative ZmSmallHSP","ZmArid10"}
arid11	ARID-transcription factor 11	Gene	Zea mays ssp. mays	{"ZmARID11"}
arid12	ARID-transcription factor 12	Gene	Zea mays ssp. mays	{"ZmARID12"}
arid2	ARID-transcription factor 2	Gene	Zea mays ssp. mays	{"ZmARID2"}
arid3	ARID-transcription factor 3	Gene	Zea mays ssp. mays	{"Putative ZmSmallHSP","ZmARID3"}
arid4	ARID-transcription factor 4	Gene	Zea mays ssp. mays	{"ZmARID4"}
arid5	ARID-transcription factor 5	Gene	Zea mays ssp. mays	{"Putative ZmSmallHSP","ZmARID5"}
arid6	ARID-transcription factor 6	Gene	Zea mays ssp. mays	{"ZmARID6"}
arid7	ARID-transcription factor 7	Gene	Zea mays ssp. mays	{"ZmARID7","ZmJMJ10"}
arid8	ARID-transcription factor 8	Gene	Zea mays ssp. mays	{"Putative ZmSmallHSP","ZmARID8"}
arid9	ARID-transcription factor 9	Gene	Zea mays ssp. mays	{"ZmARID9"}
arm1	armadillo domain protein1	Gene	Zea mays ssp. mays	{"ZmARM1","ZmPUB3","ZmPUB84"}
arm10	armadillo domain protein10	Gene	Zea mays ssp. mays	{"ZmARM10","ZmPUB79"}
arm104	armadillo domain protein104	Gene	Zea mays ssp. mays	{"GRMZM2G351387","ZmARM4","ZmPUB23","ZmPUB30","ZmPUB68"}
arm11	armadillo domain protein11	Gene	Zea mays ssp. mays	{"GRMZM2G315431","ZmARM11","ZmPUB19 (plant U-box19)","ZmPUB57","ZmPUB63"}
arm12	armadillo domain protein12	Gene	Zea mays ssp. mays	{"ZmARM12","ZmPUB42","ZmPUB55"}
arm13	armadillo domain protein13	Gene	Zea mays ssp. mays	{"ZmARM13","ZmPUB39","ZmPUB8","ZmUBOX17"}
arm14	armadillo domain protein14	Gene	Zea mays ssp. mays	{"ZmARM14","ZmPUB41","ZmPUB55"}
arm15	armadillo domain protein15	Gene	Zea mays ssp. mays	{"ZmARM15","ZmPUB11","ZmPUB27"}
arm16	armadillo domain protein16	Gene	Zea mays ssp. mays	{"ZmARM16","ZmPUB62","ZmPUB7"}
arm17	armadillo domain protein17	Gene	Zea mays ssp. mays	{"ZmARM17"}
arm18	armadillo domain protein18	Gene	Zea mays ssp. mays	{"ZmARM18"}
arm19	armadillo domain protein19	Gene	Zea mays ssp. mays	{"ZmARM19"}
arm2	armadillo domain protein2	Gene	Zea mays ssp. mays	{"ZmARM2"}
arm20	armadillo domain protein20	Gene	Zea mays ssp. mays	{"ZmARM20"}
arm21	armadillo domain protein21	Gene	Zea mays ssp. mays	{"ZmARM21"}
arm22	armadillo domain protein22	Gene	Zea mays ssp. mays	{"ZmARM22","ZmPUB25","ZmPUB71"}
arm23	armadillo domain protein23	Gene	Zea mays ssp. mays	{"ZmARM23","ZmPUB22","ZmPUB51"}
arm24	armadillo domain protein24	Gene	Zea mays ssp. mays	{"ZmARM24","ZmPUB29","ZmPUB9"}
arm27	armadillo domain protein27	Gene	Zea mays ssp. mays	{"ZmARM27"}
arm28	armadillo domain protein28	Gene	Zea mays ssp. mays	{"ZmARM28"}
arm29	armadillo domain protein29	Gene	Zea mays ssp. mays	{"ZmARM29"}
arm3	armadillo domain protein3	Gene	Zea mays ssp. mays	{"ZmARM3","ZmPUB34","ZmPUB8"}
arm30	armadillo domain protein30	Gene	Zea mays ssp. mays	{"ZmARM30"}
arm31	armadillo domain protein31	Gene	Zea mays ssp. mays	{"ZmARM31"}
arm32	armadillo domain protein32	Gene	Zea mays ssp. mays	{"ZmARM32"}
arm33	armadillo domain protein33	Gene	Zea mays ssp. mays	{"ZmARM33"}
arm34	armadillo domain protein34	Gene	Zea mays ssp. mays	{"ZmARM34","ZmCSI1"}
arm35	armadillo domain protein35	Gene	Zea mays ssp. mays	{"ZmARM35"}
arm36	armadillo domain protein36	Gene	Zea mays ssp. mays	{"ZmARM36"}
arm37	armadillo domain protein37	Gene	Zea mays ssp. mays	{"ZmARM37"}
arm44	armadillo domain protein44	Gene	Zea mays ssp. mays	{"GRMZM2G094599","ZmARM44"}
arm45	armadillo domain protein45	Gene	Zea mays ssp. mays	{"ZmARM45"}
arm47	armadillo domain protein47	Gene	Zea mays ssp. mays	{"ZmARM47","ZmPUB36","ZmPUB5"}
arm48	armadillo domain protein48	Gene	Zea mays ssp. mays	{"ZmARM48"}
arm49	armadillo domain protein49	Gene	Zea mays ssp. mays	{"ZmARM49"}
arm5	armadillo domain protein5	Gene	Zea mays ssp. mays	{"ZmARM5","ZmPUB66","ZmPUB77"}
arm50	armadillo domain protein50	Gene	Zea mays ssp. mays	{"ZmARM50"}
arm51	armadillo domain protein51	Gene	Zea mays ssp. mays	{"ZmARM51"}
arm52	armadillo domain protein52	Gene	Zea mays ssp. mays	{"ZmARM52"}
arm53	armadillo domain protein53	Gene	Zea mays ssp. mays	{"ZmARM53","ZmPUB37","ZmPUB58"}
arm54	armadillo domain protein54	Gene	Zea mays ssp. mays	{"ZmARM54","ZmPUB19","ZmPUB75"}
arm55	armadillo domain protein55	Gene	Zea mays ssp. mays	{"Zm00001eb023660","ZmARM55"}
arm56	armadillo domain protein56	Gene	Zea mays ssp. mays	{"ZmARM56"}
arm6	armadillo domain protein6	Gene	Zea mays ssp. mays	{"ZmARM6","ZmPUB78"}
arm7	armadillo domain protein7	Gene	Zea mays ssp. mays	{"ZmARM7","ZmPUB24","ZmPUB43"}
arm8	armadillo domain protein8	Gene	Zea mays ssp. mays	{"ZmARM8","ZmPUB47","ZmPUB9"}
arm9	armadillo domain protein9	Gene	Zea mays ssp. mays	{"ZmARM9","ZmPUB40","ZmPUB72"}
aro2	armadillo repeat only2	Gene	Zea mays ssp. mays	{"ZmARM46"}
